1950,-1.10382,-1.86557,-2.12401,-2.34342,-2.50836,-2.61422,-2.67448,-2.75945,-2.81559,-2.88706,-2.87128,-2.93554,-2.94577,-2.88639,-2.83833,-2.77859,-2.74473,-2.70752,-2.60137,-2.59791,-2.54455,-2.57675,-2.51329,-2.48572,-2.46942,-2.46496,-2.45445,-2.46865,-2.44977,-2.49812,-2.42655,-2.4908,-2.44418,-2.44575,-2.44105,-2.43415,-2.42193,-2.42632,-2.36482,-2.4325,-2.28937,-2.39556,-2.27515,-2.3122,-2.28375,-2.21824,-2.22738,-2.21049,-2.14734,-2.18869,-2.01207,-2.13823,-2.00035,-2.0161,-1.96023,-1.94447,-1.88536,-1.88844,-1.79781,-1.85855,-1.68077,-1.78603,-1.66611,-1.64817,-1.6298,-1.54429,-1.52764,-1.47295,-1.41159,-1.48204,-1.25671,-1.36116,-1.21803,-1.20957,-1.1879,-1.11787,-1.07496,-1.07261,-0.94282,-1.08753,-0.84993,-1.04204,-0.87173,-0.87268,-0.74959,-0.7473,-0.70156,-0.70767,-0.66479,-0.66072,-0.54372,-0.77886,-0.58709,-0.63041,-0.56924,-0.53862,-0.43711,-0.485,-0.30812,-0.32611,-0.33555
1951,-1.11691,-1.8605,-2.15758,-2.37059,-2.54016,-2.66055,-2.68931,-2.76726,-2.86296,-2.86391,-2.8962,-2.93033,-2.9539,-2.94044,-2.86967,-2.84802,-2.82218,-2.74763,-2.69422,-2.66174,-2.57414,-2.6031,-2.56655,-2.57251,-2.55315,-2.51272,-2.54729,-2.49174,-2.49963,-2.53298,-2.45395,-2.53343,-2.44069,-2.50266,-2.48865,-2.4351,-2.44733,-2.43439,-2.39686,-2.44612,-2.31578,-2.4193,-2.27376,-2.32477,-2.28735,-2.22185,-2.235,-2.21254,-2.12344,-2.16355,-2.04697,-2.10663,-1.97506,-2.00634,-1.93547,-1.90728,-1.85912,-1.84783,-1.7706,-1.7811,-1.66376,-1.75264,-1.59863,-1.59879,-1.56177,-1.49197,-1.50333,-1.4387,-1.3765,-1.38925,-1.23621,-1.29803,-1.1337,-1.15176,-1.09036,-1.04881,-1.02861,-0.98859,-0.89619,-0.95118,-0.83033,-0.94946,-0.81537,-0.81621,-0.70269,-0.69407,-0.64046,-0.66025,-0.60881,-0.63892,-0.51299,-0.67471,-0.55964,-0.55525,-0.53625,-0.48443,-0.40808,-0.40732,-0.24885,-0.30684,-0.31387
1952,-1.18517,-1.98527,-2.242,-2.47651,-2.61565,-2.71242,-2.77366,-2.8573,-2.90483,-2.97306,-2.98928,-3.04915,-2.9859,-2.9914,-2.96257,-2.94044,-2.95742,-2.8617,-2.78516,-2.82507,-2.73353,-2.76447,-2.65995,-2.71874,-2.72723,-2.68634,-2.63676,-2.6269,-2.59312,-2.65777,-2.58503,-2.67325,-2.55517,-2.54683,-2.59329,-2.56273,-2.51899,-2.53985,-2.45867,-2.49553,-2.4055,-2.5385,-2.33838,-2.3948,-2.37366,-2.26233,-2.29636,-2.29209,-2.17542,-2.23493,-2.09696,-2.19267,-2.04393,-2.04857,-2.01305,-1.97927,-1.93085,-1.93983,-1.844,-1.84628,-1.71539,-1.84768,-1.67191,-1.63922,-1.63564,-1.5642,-1.5795,-1.53741,-1.46855,-1.49058,-1.29519,-1.43163,-1.22004,-1.22326,-1.17299,-1.13833,-1.13062,-1.09447,-0.98536,-1.06738,-0.91403,-1.04312,-0.8556,-0.91586,-0.80235,-0.78674,-0.72329,-0.72855,-0.66477,-0.71049,-0.60055,-0.78284,-0.59802,-0.6365,-0.60172,-0.52754,-0.45282,-0.48886,-0.28224,-0.33172,-0.37314
1953,-1.2159,-2.09141,-2.33517,-2.55191,-2.69486,-2.81816,-2.8884,-2.94962,-3.01055,-3.03198,-3.01233,-3.0752,-3.08831,-3.05012,-2.99654,-3.04048,-2.97469,-2.95821,-2.91686,-2.89177,-2.85171,-2.84863,-2.79129,-2.80438,-2.76523,-2.75031,-2.71738,-2.68403,-2.69422,-2.72654,-2.66095,-2.72654,-2.61048,-2.61654,-2.62361,-2.61834,-2.60818,-2.56273,-2.48466,-2.54333,-2.42643,-2.54091,-2.39914,-2.41771,-2.36663,-2.33339,-2.30531,-2.28475,-2.20817,-2.23567,-2.14026,-2.22062,-2.08014,-2.04067,-2.0317,-1.99641,-1.95695,-1.94631,-1.8643,-1.85372,-1.73335,-1.80707,-1.71724,-1.63897,-1.59838,-1.54412,-1.5468,-1.51883,-1.47971,-1.45757,-1.31745,-1.37568,-1.26952,-1.19907,-1.14647,-1.12623,-1.09192,-1.06414,-0.97536,-1.00632,-0.88521,-1.02218,-0.86108,-0.84128,-0.78495,-0.75258,-0.7036,-0.68761,-0.64925,-0.67349,-0.56251,-0.75754,-0.59491,-0.58386,-0.59814,-0.5361,-0.44252,-0.43011,-0.32421,-0.32589,-0.3773
1954,-1.2425,-2.12656,-2.4262,-2.62801,-2.76802,-2.87517,-2.94808,-3.00305,-3.09044,-3.08725,-3.11182,-3.1463,-3.16685,-3.10846,-3.05257,-3.12263,-3.04915,-3.00966,-2.92592,-2.95742,-2.93629,-2.93892,-2.82886,-2.83003,-2.7948,-2.80549,-2.78015,-2.75178,-2.70819,-2.76045,-2.69984,-2.7693,-2.67695,-2.67861,-2.65463,-2.62856,-2.61583,-2.60119,-2.52375,-2.55689,-2.44322,-2.57333,-2.41072,-2.47534,-2.40638,-2.33217,-2.33809,-2.32523,-2.24634,-2.27295,-2.14661,-2.22403,-2.09718,-2.09442,-2.00349,-2.01877,-1.97029,-1.96497,-1.89836,-1.89049,-1.76685,-1.85808,-1.71643,-1.71014,-1.62204,-1.56323,-1.57484,-1.51916,-1.49635,-1.51527,-1.34533,-1.43659,-1.25545,-1.27589,-1.1734,-1.14055,-1.11934,-1.08865,-0.9987,-1.05456,-0.91666,-1.03555,-0.88381,-0.89304,-0.75748,-0.79112,-0.75358,-0.72459,-0.65557,-0.68317,-0.56647,-0.75359,-0.60631,-0.616,-0.52072,-0.56629,-0.49121,-0.46753,-0.25775,-0.34914,-0.35301
1955,-1.22234,-2.1572,-2.41748,-2.64628,-2.69984,-2.85017,-2.94233,-3.01011,-3.08778,-3.15677,-3.17653,-3.14935,-3.13966,-3.14569,-3.06349,-3.04866,-3.11014,-2.98928,-2.93704,-2.91686,-2.88975,-2.91435,-2.85667,-2.81645,-2.82769,-2.77989,-2.77833,-2.75227,-2.72607,-2.76195,-2.73424,-2.76853,-2.69551,-2.6706,-2.67923,-2.60748,-2.60137,-2.60642,-2.54288,-2.56591,-2.4583,-2.55972,-2.46092,-2.4583,-2.43344,-2.36532,-2.3397,-2.33526,-2.255,-2.2693,-2.16749,-2.22279,-2.101,-2.11379,-2.07453,-1.98987,-1.98502,-1.96445,-1.88985,-1.90136,-1.77624,-1.83256,-1.71209,-1.67405,-1.64851,-1.56601,-1.56581,-1.50378,-1.46762,-1.50941,-1.36347,-1.41566,-1.27622,-1.24374,-1.19767,-1.13404,-1.10793,-1.08127,-0.97848,-1.04457,-0.89734,-1.01042,-0.86302,-0.87537,-0.76139,-0.73615,-0.73621,-0.70111,-0.64464,-0.66054,-0.5568,-0.73362,-0.60712,-0.59865,-0.58853,-0.48313,-0.38873,-0.43332,-0.27449,-0.32722,-0.23236
1956,-1.26116,-2.25337,-2.501,-2.71063,-2.8193,-2.93181,-2.98506,-3.10292,-3.15552,-3.22185,-3.1549,-3.19044,-3.13847,-3.20204,-3.11862,-3.11691,-3.03858,-3.02872,-3.0048,-2.99012,-2.94386,-2.95861,-2.923,-2.88439,-2.81787,-2.81987,-2.80107,-2.75523,-2.74909,-2.77728,-2.71041,-2.80743,-2.70465,-2.68909,-2.66535,-2.64207,-2.60345,-2.59636,-2.57823,-2.55517,-2.4707,-2.56384,-2.42056,-2.44977,-2.39903,-2.37893,-2.33143,-2.30803,-2.24466,-2.24011,-2.15695,-2.21289,-2.09518,-2.07577,-2.0373,-2.01534,-1.91567,-1.94313,-1.85549,-1.86729,-1.76672,-1.83245,-1.68681,-1.64484,-1.60074,-1.56109,-1.52333,-1.47354,-1.43588,-1.45064,-1.33119,-1.39431,-1.23361,-1.21697,-1.15028,-1.12439,-1.05514,-1.02541,-0.93885,-0.98449,-0.86893,-0.94909,-0.82425,-0.82284,-0.71697,-0.71623,-0.6342,-0.6797,-0.5948,-0.63738,-0.51656,-0.66782,-0.52259,-0.54146,-0.47799,-0.49775,-0.37685,-0.39225,-0.25475,-0.243,-0.36964
1957,-1.2442,-2.25727,-2.50682,-2.70974,-2.85824,-2.94271,-2.96417,-3.05651,-3.11691,-3.16685,-3.14874,-3.20551,-3.15927,-3.17005,-3.11577,-3.09637,-3.098,-2.97184,-3.00612,-2.98928,-2.914,-2.9307,-2.85387,-2.8755,-2.83387,-2.78622,-2.78675,-2.74041,-2.74642,-2.76574,-2.72469,-2.75548,-2.69465,-2.69616,-2.65502,-2.62215,-2.57251,-2.55909,-2.53432,-2.55068,-2.45284,-2.54683,-2.41726,-2.44153,-2.41274,-2.34237,-2.34573,-2.3106,-2.21846,-2.23441,-2.13241,-2.20183,-2.08603,-2.07058,-2.02808,-2.01814,-1.96742,-1.89726,-1.86085,-1.85434,-1.76236,-1.82568,-1.70934,-1.6447,-1.60185,-1.52307,-1.55416,-1.46332,-1.42361,-1.4384,-1.30151,-1.3815,-1.24945,-1.22443,-1.1684,-1.10611,-1.10179,-1.04475,-0.95979,-1.00292,-0.8868,-0.96228,-0.84498,-0.83875,-0.74346,-0.72949,-0.68347,-0.65109,-0.61155,-0.6236,-0.53163,-0.66768,-0.54182,-0.52674,-0.5001,-0.48678,-0.39865,-0.36294,-0.28396,-0.30241,-0.28212
1958,-1.30003,-2.33753,-2.60818,-2.78835,-2.90974,-3.04915,-3.06854,-3.11238,-3.17522,-3.21396,-3.19382,-3.2652,-3.26201,-3.21968,-3.20343,-3.23582,-3.13253,-3.1107,-2.99268,-3.05849,-2.99439,-2.97428,-2.97551,-2.91721,-2.90309,-2.8791,-2.82974,-2.83446,-2.78489,-2.84588,-2.76599,-2.81107,-2.76195,-2.76422,-2.73236,-2.72723,-2.66374,-2.67305,-2.59278,-2.61979,-2.53985,-2.59346,-2.46725,-2.52739,-2.4383,-2.4364,-2.40099,-2.38405,-2.30998,-2.31034,-2.20398,-2.25329,-2.152,-2.12697,-2.07335,-2.08539,-2.03021,-1.99473,-1.87063,-1.93015,-1.83669,-1.88088,-1.76968,-1.73636,-1.67015,-1.61279,-1.60455,-1.56583,-1.49259,-1.50371,-1.38992,-1.43449,-1.30783,-1.30387,-1.2316,-1.18847,-1.13566,-1.10836,-1.01614,-1.05823,-0.93655,-1.02678,-0.88074,-0.88262,-0.78547,-0.78925,-0.74478,-0.72184,-0.62682,-0.70788,-0.58813,-0.7313,-0.57742,-0.58895,-0.55063,-0.56623,-0.47737,-0.52248,-0.3307,-0.3162,-0.33973
1959,-1.30238,-2.3493,-2.61013,-2.80327,-2.91901,-3.02136,-3.098,-3.14206,-3.17718,-3.25571,-3.21538,-3.29843,-3.23433,-3.28988,-3.17134,-3.21042,-3.13194,-3.11976,-3.03198,-3.04866,-3.03621,-3.02045,-2.96337,-2.98928,-2.86328,-2.90868,-2.87582,-2.85325,-2.8066,-2.84315,-2.78808,-2.85574,-2.76981,-2.73095,-2.73353,-2.68089,-2.68677,-2.6994,-2.62489,-2.62106,-2.5187,-2.59894,-2.4769,-2.49485,-2.47965,-2.39924,-2.42366,-2.36825,-2.31831,-2.31587,-2.19552,-2.2561,-2.1243,-2.13608,-2.08719,-2.0473,-2.00257,-2.01256,-1.9145,-1.87929,-1.80777,-1.85971,-1.75647,-1.72577,-1.68799,-1.60639,-1.60083,-1.52735,-1.50847,-1.48553,-1.36656,-1.42188,-1.27351,-1.29824,-1.24216,-1.17862,-1.14478,-1.08706,-1.011,-1.01921,-0.93879,-1.00483,-0.88117,-0.87462,-0.78801,-0.77432,-0.7378,-0.71249,-0.65683,-0.66269,-0.59942,-0.74814,-0.58799,-0.56552,-0.51662,-0.5166,-0.43422,-0.44837,-0.25565,-0.27926,-0.34177
1960,-1.32565,-2.44297,-2.71377,-2.86838,-2.97675,-3.09583,-3.14206,-3.18776,-3.25259,-3.31785,-3.31876,-3.2993,-3.31876,-3.32422,-3.23284,-3.20691,-3.15304,-3.1261,-3.04866,-3.09691,-3.01547,-3.08884,-3.07314,-2.99913,-2.96778,-2.92959,-2.91045,-2.88406,-2.85918,-2.86582,-2.81276,-2.86107,-2.81787,-2.80911,-2.74569,-2.71738,-2.69379,-2.67366,-2.64956,-2.65659,-2.57268,-2.57089,-2.52783,-2.52404,-2.4734,-2.42783,-2.41737,-2.36532,-2.31966,-2.31025,-2.21681,-2.23762,-2.16235,-2.13259,-2.10237,-2.0715,-2.01412,-2.00213,-1.91564,-1.89884,-1.81579,-1.85943,-1.75543,-1.74014,-1.68353,-1.63034,-1.60255,-1.53502,-1.48722,-1.49982,-1.38141,-1.42181,-1.29866,-1.26412,-1.22972,-1.18061,-1.14094,-1.10986,-1.00271,-1.02577,-0.92797,-0.99714,-0.87764,-0.87277,-0.78997,-0.76719,-0.72729,-0.70233,-0.66399,-0.65604,-0.55331,-0.70543,-0.56793,-0.571,-0.48996,-0.47414,-0.42793,-0.44875,-0.25854,-0.29431,-0.24839
1961,-1.30504,-2.41691,-2.71332,-2.91578,-3.03574,-3.13077,-3.19997,-3.14448,-3.25026,-3.27165,-3.30627,-3.33161,-3.30627,-3.32975,-3.2993,-3.25104,-3.18376,-3.16115,-3.10292,-3.0804,-3.07831,-3.05159,-3.09205,-3.02182,-2.99055,-2.92082,-2.94271,-2.90136,-2.86742,-2.86838,-2.86296,-2.86999,-2.7921,-2.7841,-2.78383,-2.7428,-2.74521,-2.7062,-2.67737,-2.65287,-2.61332,-2.61083,-2.50031,-2.5236,-2.49949,-2.4389,-2.42981,-2.3919,-2.34266,-2.30146,-2.25782,-2.24718,-2.15596,-2.1609,-2.10182,-2.09789,-2.02738,-2.00274,-1.93502,-1.93655,-1.85146,-1.83642,-1.7706,-1.74244,-1.70382,-1.64227,-1.64068,-1.57235,-1.50937,-1.50725,-1.43099,-1.43448,-1.31586,-1.30136,-1.24235,-1.21599,-1.16463,-1.13908,-1.05489,-1.05617,-0.97245,-1.0041,-0.90717,-0.89108,-0.81698,-0.80014,-0.76141,-0.73935,-0.66631,-0.67134,-0.61344,-0.70302,-0.59016,-0.56855,-0.53988,-0.53902,-0.42836,-0.42047,-0.31208,-0.37928,-0.29077
1962,-1.36629,-2.51684,-2.7508,-2.94348,-3.01055,-3.11238,-3.15989,-3.24795,-3.26922,-3.2668,-3.33442,-3.35164,-3.26122,-3.29843,-3.2161,-3.25337,-3.18442,-3.13668,-3.10458,-3.065,-3.07212,-3.09098,-3.01412,-3.04048,-2.98047,-2.93667,-2.92445,-2.88739,-2.85511,-2.91614,-2.84741,-2.88572,-2.77263,-2.7986,-2.76802,-2.75523,-2.72033,-2.73755,-2.63884,-2.67182,-2.57971,-2.61066,-2.48479,-2.51556,-2.51414,-2.43498,-2.39881,-2.40034,-2.30786,-2.33003,-2.24162,-2.25019,-2.15224,-2.14606,-2.09724,-2.07407,-2.01046,-1.99302,-1.92746,-1.90455,-1.86372,-1.83259,-1.72881,-1.71751,-1.66728,-1.62251,-1.61112,-1.56119,-1.47958,-1.49227,-1.3839,-1.42221,-1.27736,-1.27133,-1.22819,-1.1753,-1.14701,-1.10791,-1.01106,-1.05313,-0.95729,-0.97343,-0.85378,-0.87139,-0.78239,-0.77687,-0.7216,-0.69745,-0.64896,-0.64782,-0.57597,-0.64941,-0.50836,-0.53738,-0.48487,-0.52325,-0.39787,-0.40159,-0.27316,-0.28066,-0.2746
1963,-1.37657,-2.55627,-2.79075,-2.92775,-3.01011,-3.11295,-3.17457,-3.18046,-3.2161,-3.34872,-3.34582,-3.32606,-3.26281,-3.33724,-3.3098,-3.25885,-3.20831,-3.15864,-3.14997,-3.08249,-3.09366,-3.02687,-3.02549,-3.05306,-3.01592,-2.98464,-2.93405,-2.89791,-2.90483,-2.91829,-2.8814,-2.89654,-2.80107,-2.8173,-2.77288,-2.77366,-2.75154,-2.69016,-2.66817,-2.66015,-2.57774,-2.63041,-2.50321,-2.54821,-2.47276,-2.44989,-2.40616,-2.37727,-2.33273,-2.30865,-2.25399,-2.25775,-2.15602,-2.13632,-2.09437,-2.08255,-2.01719,-1.9968,-1.93697,-1.8877,-1.7955,-1.86835,-1.74088,-1.70606,-1.66768,-1.62545,-1.6109,-1.54368,-1.51737,-1.49771,-1.40503,-1.39769,-1.29395,-1.2639,-1.21222,-1.18577,-1.12996,-1.10836,-1.03157,-1.00449,-0.97257,-0.98964,-0.86607,-0.84937,-0.80052,-0.76307,-0.73329,-0.69355,-0.64717,-0.64415,-0.59143,-0.6745,-0.55091,-0.5364,-0.52293,-0.55267,-0.42015,-0.40317,-0.3418,-0.25326,-0.31196
1964,-1.38715,-2.64801,-2.86999,-3.03105,-3.09637,-3.19044,-3.2204,-3.2815,-3.31605,-3.39254,-3.38828,-3.4034,-3.2644,-3.35853,-3.27819,-3.27572,-3.27984,-3.16685,-3.09205,-3.05159,-3.08725,-3.08197,-3.03198,-3.04964,-2.9751,-2.96377,-2.94082,-2.93629,-2.93405,-2.94539,-2.88975,-2.92263,-2.8173,-2.83624,-2.8318,-2.81616,-2.7582,-2.74861,-2.66635,-2.68215,-2.60995,-2.64589,-2.52871,-2.54136,-2.47547,-2.44892,-2.43215,-2.38648,-2.34882,-2.33961,-2.26217,-2.27589,-2.18277,-2.15996,-2.12142,-2.08986,-2.03348,-2.0027,-1.96106,-1.90777,-1.85471,-1.86474,-1.78031,-1.72061,-1.69041,-1.64583,-1.6235,-1.59051,-1.52814,-1.52115,-1.42592,-1.4435,-1.32402,-1.31266,-1.23487,-1.20995,-1.17732,-1.12649,-1.06248,-1.05573,-0.98628,-0.97093,-0.88693,-0.88053,-0.79982,-0.8018,-0.75911,-0.7337,-0.68235,-0.65266,-0.60677,-0.65752,-0.57342,-0.59093,-0.51015,-0.57473,-0.40122,-0.43813,-0.35959,-0.24453,-0.40292
1965,-1.41667,-2.71309,-2.92046,-3.07417,-3.11351,-3.22841,-3.2815,-3.27984,-3.3536,-3.34679,-3.42251,-3.39903,-3.29757,-3.38195,-3.30277,-3.24185,-3.26201,-3.25026,-3.13549,-3.08145,-3.0575,-3.05948,-3.04769,-3.01818,-2.969,-2.96981,-2.99353,-2.9974,-2.94271,-2.92046,-2.8911,-2.94157,-2.86075,-2.85418,-2.82189,-2.7921,-2.77057,-2.72862,-2.7062,-2.66055,-2.63246,-2.62069,-2.56209,-2.55315,-2.47379,-2.46623,-2.4269,-2.4262,-2.32221,-2.3292,-2.28988,-2.29542,-2.1988,-2.19723,-2.1185,-2.10106,-2.0461,-2.02475,-1.95226,-1.94287,-1.87371,-1.87693,-1.78331,-1.77994,-1.67366,-1.64701,-1.62408,-1.57424,-1.53497,-1.5165,-1.44534,-1.44294,-1.32666,-1.30766,-1.26384,-1.20127,-1.17398,-1.14001,-1.05055,-1.05912,-0.98048,-1.00447,-0.90942,-0.89178,-0.81063,-0.79113,-0.76034,-0.73042,-0.67747,-0.66717,-0.61811,-0.66348,-0.57963,-0.56813,-0.52824,-0.50811,-0.47287,-0.47458,-0.35605,-0.30292,-0.25755
